Country,Year,"Annual freshwater withdrawals, total (% of internal resources)","Annual freshwater withdrawals, total (billion cubic meters)",Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,People using at least basic drinking water services (% of population),Households with water 30 minutes or longer away round trip (%),Households with water less than 30 minutes away round trip (%),Households with water on the premises (%),People using safely managed drinking water services (% of population),"Population, total",Public private partnerships investment in water and sanitation (current US$),Investment in water and sanitation with private participation (current US$),Expected to give gifts to get a water connection (% of firms),Percent of firms expected to give gifts to get a water connection,Delay in obtaining a water connections (days),Number of water insufficiencies in a typical month,Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)",worldbank IncomeGroup
American Samoa,2016,0.0,0.0,0.0,99.696437406199,0.0,0.0,0.0,12.5653362063006,55741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
American Samoa,2017,0.0,0.0,0.0,99.7737716585101,0.0,0.0,0.0,12.5750831030386,55620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Antigua and Barbuda,2000,0.0,0.0,0.0,98.2537651723165,0.0,0.0,0.0,0.0,76016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Antigua and Barbuda,2001,0.0,0.0,0.0,98.1372591033899,0.0,0.0,0.0,0.0,77212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Antigua and Barbuda,2003,0.0,0.0,0.0,97.9042469655367,0.0,0.0,0.0,0.0,79300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Antigua and Barbuda,2004,0.0,0.0,0.0,97.7877408966101,0.0,0.0,0.0,0.0,80336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Antigua and Barbuda,2009,0.0,0.0,0.0,97.2052105519772,0.0,0.0,0.0,0.0,86746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Antigua and Barbuda,2010,0.0,0.0,0.0,97.0887044830506,0.0,0.0,0.0,0.0,88028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Antigua and Barbuda,2011,0.0,0.0,0.0,96.9721984141241,0.0,0.0,0.0,0.0,89253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Azerbaijan,2009,0.0,0.0,0.0,85.9174428134285,0.0,0.0,0.0,66.0827900863982,8947243.0,0.0,0.0,0.0,40.6,0.0,0.4,0.0,0.0,UMICs
Azerbaijan,2010,0.0,0.0,0.0,86.6060014772725,0.0,0.0,0.0,68.7005535226904,9054332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Azerbaijan,2011,0.0,0.0,0.0,87.2939531092521,0.0,0.0,0.0,70.3220182852756,9173082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Azerbaijan,2012,147.504621072089,11.97,0.0,87.9808685781324,0.0,0.0,0.0,70.8523710120464,9295784.0,0.0,0.0,0.0,0.0,0.0,0.0,872.976394460112,8.115,UMICs
Azerbaijan,2013,0.0,0.0,0.0,88.666533068421,0.0,0.0,0.0,71.3873570496004,9416801.0,0.0,0.0,0.0,16.2,0.0,0.2,0.0,0.0,UMICs
Azerbaijan,2014,147.504621072089,0.0,53.126134,89.3502822141158,0.0,0.0,0.0,71.9262809740936,9535079.0,0.0,0.0,0.0,0.0,0.0,0.0,851.067935567183,8.115,UMICs
Azerbaijan,2015,0.0,0.0,0.0,90.0316862068693,0.0,0.0,0.0,72.4689078151401,9649341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Azerbaijan,2016,0.0,0.0,0.0,90.7103154712345,0.0,0.0,0.0,73.0150031464696,9757812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
